"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
SET1,6675261136397,35-44,male,not_delivering,ad,9,10,1.11111111,"7-day click or 1-day view",,,1.03,,2025-04-17,Ongoing,,,103,0,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941448198397,18-24,unknown,not_delivering,ad,32,48,1.5,"7-day click or 1-day view",,,1.02,,2026-05-30,Ongoing,,,21.25,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857978483197,65+,male,not_delivering,ad,16,19,1.1875,"7-day click or 1-day view",,,1.02,,2026-01-23,Ongoing,,,53.68421053,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768967611597,18-24,unknown,not_delivering,ad,32,34,1.0625,"7-day click or 1-day view",,,1.02,,2025-07-15,Ongoing,,,30,0,,,,,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091319197,45-54,female,not_delivering,ad,10,10,1,"7-day click or 1-day view",,,1.01,,2025-05-03,2025-05-07,,,101,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747035197,25-34,female,archived,ad,9,9,1,"7-day click or 1-day view",,,1.01,,2025-05-13,Ongoing,,,112.22222222,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675809957397,25-34,unknown,not_delivering,ad,30,30,1,"7-day click or 1-day view",,,1.01,,2025-04-18,Ongoing,,,33.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6723531168597,35-44,male,inactive,ad,14,15,1.07142857,"7-day click or 1-day view",,,1.01,,2025-05-19,Ongoing,,,67.33333333,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768974549597,35-44,unknown,not_delivering,ad,6,6,1,"7-day click or 1-day view",,,1.01,,2025-07-15,Ongoing,,,168.33333333,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6881705351597,18-24,unknown,not_delivering,ad,24,24,1,"7-day click or 1-day view",,,1,,2026-01-31,Ongoing,,,41.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6915646915997,35-44,unknown,not_delivering,ad,0,1,0,"7-day click or 1-day view",,,1,,2026-04-26,Ongoing,,,1000,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030217397,35-44,male,not_delivering,ad,13,29,2.23076923,"7-day click or 1-day view",,,0.98,,2026-03-22,Ongoing,,,33.79310345,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908661197,25-34,unknown,not_delivering,ad,14,21,1.5,"7-day click or 1-day view",,,0.98,,2026-03-15,Ongoing,,,46.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,35-44,unknown,not_delivering,ad,0,3,0,"7-day click or 1-day view",,,0.96,,2025-05-13,Ongoing,,,320,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6699157892597,25-34,unknown,not_delivering,ad,16,22,1.375,"7-day click or 1-day view",,,0.96,,2025-05-01,Ongoing,,,43.63636364,0,,,,,,,2023-07-20,2026-08-19
SET1,6668282296197,25-34,unknown,not_delivering,ad,8,8,1,"7-day click or 1-day view",,,0.95,,2025-04-09,Ongoing,,,118.75,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548169597,35-44,unknown,not_delivering,ad,1,1,1,"7-day click or 1-day view",,,0.95,,2025-11-21,Ongoing,,,950,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6915646915997,18-24,unknown,not_delivering,ad,32,45,1.40625,"7-day click or 1-day view",,,0.94,,2026-04-26,Ongoing,,,20.88888889,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887946017597,35-44,female,not_delivering,ad,12,12,1,"7-day click or 1-day view",,,0.93,,2026-03-22,Ongoing,,,77.5,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,35-44,unknown,not_delivering,ad,4,5,1.25,"7-day click or 1-day view",,,0.93,,2025-05-01,Ongoing,,,186,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768975019797,25-34,unknown,not_delivering,ad,16,20,1.25,"7-day click or 1-day view",,,0.92,,2025-07-15,Ongoing,,,46,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,65+,male,not_delivering,ad,15,22,1.46666667,"7-day click or 1-day view",,,0.91,,2025-11-21,Ongoing,,,41.36363636,0,,,,,,,2023-07-20,2026-08-19
SET1,6699102684197,35-44,male,not_delivering,ad,9,11,1.22222222,"7-day click or 1-day view",,,0.91,,2025-05-01,Ongoing,,,82.72727273,0,,,,,,,2023-07-20,2026-08-19
SET1,6723531169197,35-44,female,inactive,ad,11,13,1.18181818,"7-day click or 1-day view",,,0.9,,2025-05-19,Ongoing,,,69.23076923,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977308709597,25-34,unknown,inactive,ad,16,30,1.875,"7-day click or 1-day view",,,0.89,,2026-07-01,Ongoing,,,29.66666667,0,,,,,,,2023-07-20,2026-08-19
LPU,6986170908197,35-44,female,not_delivering,ad,18,22,1.22222222,"7-day click or 1-day view",,,0.88,,2026-07-31,Ongoing,,,40,0,,,,,,,2023-07-20,2026-08-19
SET1,6675261136397,35-44,female,not_delivering,ad,9,9,1,"7-day click or 1-day view",,,0.86,,2025-04-17,Ongoing,,,95.55555556,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,65+,unknown,not_delivering,ad,0,17,0,"7-day click or 1-day view",,,0.86,,2026-01-31,Ongoing,,,50.58823529,0,,,,,,,2023-07-20,2026-08-19
LPU,6826134714397,18-24,female,not_delivering,ad,9,10,1.11111111,"7-day click or 1-day view",,,0.85,,2025-11-07,Ongoing,,,85,0,,,,,,,2023-07-20,2026-08-19
LPU,6986175747197,35-44,female,not_delivering,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.85,,2026-07-31,Ongoing,,,106.25,0,,,,,,,2023-07-20,2026-08-19
AMITY,6986086788797,25-34,unknown,not_delivering,ad,10,10,1,"7-day click or 1-day view",,,0.83,,2026-07-31,Ongoing,,,83,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977308709597,18-24,unknown,inactive,ad,0,37,0,"7-day click or 1-day view",,,0.83,,2026-07-01,Ongoing,,,22.43243243,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6959716531197,25-34,unknown,not_delivering,ad,0,25,0,"7-day click or 1-day view",,,0.82,,2026-06-14,Ongoing,1,0.82,32.8,4,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6673302606997,18-24,unknown,not_delivering,ad,20,27,1.35,"7-day click or 1-day view",,,0.81,,2025-04-14,Ongoing,,,30,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030430597,25-34,unknown,not_delivering,ad,8,24,3,"7-day click or 1-day view",,,0.81,,2026-03-22,Ongoing,,,33.75,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6790435815797,18-24,unknown,not_delivering,ad,16,18,1.125,"7-day click or 1-day view",,,0.8,,2025-07-15,Ongoing,,,44.44444444,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226895797,18-24,unknown,not_delivering,ad,0,19,0,"7-day click or 1-day view",,,0.78,,2026-08-03,Ongoing,,,41.05263158,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6804632076397,35-44,unknown,not_delivering,ad,40,40,1,"7-day click or 1-day view",,,0.76,,2025-09-07,Ongoing,,,19,0,,,,,,,2023-07-20,2026-08-19
SET1,6675271324797,25-34,female,not_delivering,ad,33,34,1.03030303,"7-day click or 1-day view",,,0.74,,2025-04-17,Ongoing,,,21.76470588,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988775707397,35-44,unknown,not_delivering,ad,0,33,0,"7-day click or 1-day view",,,0.74,,2026-08-05,Ongoing,,,22.42424242,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768967611597,25-34,unknown,not_delivering,ad,19,19,1,"7-day click or 1-day view",,,0.74,,2025-07-15,Ongoing,,,38.94736842,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861113921397,65+,female,inactive,ad,12,15,1.25,"7-day click or 1-day view",,,0.73,,2026-01-31,Ongoing,,,48.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6668294202797,35-44,female,not_delivering,ad,5,8,1.6,"7-day click or 1-day view",,,0.73,,2025-04-09,Ongoing,,,91.25,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6929198152397,18-24,unknown,not_delivering,ad,24,28,1.16666667,"7-day click or 1-day view",,,0.72,,2026-04-27,Ongoing,,,25.71428571,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685419928797,25-34,unknown,not_delivering,ad,8,21,2.625,"7-day click or 1-day view",,,0.72,,2025-04-26,Ongoing,1,0.72,34.28571429,4.76190476,,,,,,,2023-07-20,2026-08-19
SET1,6732747035197,25-34,male,archived,ad,27,27,1,"7-day click or 1-day view",,,0.72,,2025-05-13,Ongoing,,,26.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896397,35-44,male,not_delivering,ad,19,19,1,"7-day click or 1-day view",,,0.71,,2026-08-03,Ongoing,,,37.36842105,0,,,,,,,2023-07-20,2026-08-19
SET1,6732746421397,18-24,unknown,not_delivering,ad,12,17,1.41666667,"7-day click or 1-day view",,,0.71,,2025-05-20,Ongoing,,,41.76470588,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6915646915997,25-34,unknown,not_delivering,ad,15,15,1,"7-day click or 1-day view",,,0.7,,2026-04-26,Ongoing,1,0.7,46.66666667,6.66666667,,,,,,,2023-07-20,2026-08-19
SET1,6668294202797,35-44,male,not_delivering,ad,11,12,1.09090909,"7-day click or 1-day view",,,0.7,,2025-04-09,Ongoing,,,58.33333333,0,,,,,,,2023-07-20,2026-08-19
SET1,6699087848997,35-44,male,not_delivering,ad,13,16,1.23076923,"7-day click or 1-day view",,,0.68,,2025-05-01,Ongoing,,,42.5,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6789161764997,35-44,female,not_delivering,ad,8,9,1.125,"7-day click or 1-day view",,,0.67,,2025-07-15,Ongoing,,,74.44444444,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910463660997,25-34,unknown,not_delivering,ad,24,24,1,"7-day click or 1-day view",,,0.66,,2026-04-26,Ongoing,,,27.5,0,,,,,,,2023-07-20,2026-08-19
SET1,6668282296197,18-24,unknown,not_delivering,ad,6,18,3,"7-day click or 1-day view",,,0.66,,2025-04-09,Ongoing,,,36.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6675264991797,35-44,male,not_delivering,ad,8,9,1.125,"7-day click or 1-day view",,,0.65,,2025-04-17,Ongoing,,,72.22222222,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,55-64,female,inactive,ad,10,17,1.7,"7-day click or 1-day view",,,0.65,,2026-01-31,Ongoing,,,38.23529412,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,45-54,unknown,not_delivering,ad,13,13,1,"7-day click or 1-day view",,,0.65,,2026-01-23,Ongoing,,,50,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,55-64,female,not_delivering,ad,6,11,1.83333333,"7-day click or 1-day view",,,0.64,,2026-01-23,Ongoing,,,58.18181818,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030430597,18-24,unknown,not_delivering,ad,16,24,1.5,"7-day click or 1-day view",,,0.64,,2026-03-22,Ongoing,,,26.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195967797,25-34,male,not_delivering,ad,24,24,1,"7-day click or 1-day view",,,0.64,,2026-07-08,Ongoing,,,26.66666667,0,,,,,,,2023-07-20,2026-08-19
SET1,6699094078397,35-44,male,not_delivering,ad,8,8,1,"7-day click or 1-day view",,,0.63,,2025-05-01,Ongoing,,,78.75,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6991650447397,35-44,unknown,not_delivering,ad,0,12,0,"7-day click or 1-day view",,,0.63,,2026-08-05,Ongoing,,,52.5,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089797,Unknown,male,active,ad,0,42,0,"7-day click or 1-day view",,,0.62,,2026-07-01,Ongoing,,,14.76190476,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,35-44,unknown,active,ad,0,22,0,"7-day click or 1-day view",,,0.62,,2026-07-01,Ongoing,,,28.18181818,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,65+,female,not_delivering,ad,16,20,1.25,"7-day click or 1-day view",,,0.62,,2025-05-01,Ongoing,,,31,5,,,,,,,2023-07-20,2026-08-19
SET1,6707077774397,18-24,unknown,not_delivering,ad,12,14,1.16666667,"7-day click or 1-day view",,,0.61,,2025-05-01,Ongoing,,,43.57142857,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,Unknown,male,not_delivering,ad,0,21,0,"7-day click or 1-day view",,,0.61,,2026-01-31,Ongoing,,,29.04761905,0,,,,,,,2023-07-20,2026-08-19
SET1,6715753772797,25-34,male,archived,ad,15,15,1,"7-day click or 1-day view",,,0.61,,2025-05-13,Ongoing,,,40.66666667,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769019704797,18-24,unknown,inactive,ad,9,9,1,"7-day click or 1-day view",,,0.61,,2025-07-15,Ongoing,,,67.77777778,0,,,,,,,2023-07-20,2026-08-19
SET1,6768966430597,18-24,unknown,not_delivering,ad,24,32,1.33333333,"7-day click or 1-day view",,,0.59,,2025-05-13,Ongoing,,,18.4375,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908081197,35-44,unknown,not_delivering,ad,8,14,1.75,"7-day click or 1-day view",,,0.59,,2026-03-15,Ongoing,,,42.14285714,0,,,,,,,2023-07-20,2026-08-19
AMITY,6986086788797,18-24,unknown,not_delivering,ad,9,9,1,"7-day click or 1-day view",,,0.59,,2026-07-31,Ongoing,,,65.55555556,0,,,,,,,2023-07-20,2026-08-19
SET1,6732747399197,35-44,male,archived,ad,3,4,1.33333333,"7-day click or 1-day view",,,0.59,,2025-05-13,Ongoing,,,147.5,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908081197,25-34,unknown,not_delivering,ad,22,22,1,"7-day click or 1-day view",,,0.59,,2026-03-15,Ongoing,,,26.81818182,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,25-34,unknown,not_delivering,ad,24,32,1.33333333,"7-day click or 1-day view",,,0.58,,2025-05-13,Ongoing,,,18.125,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,25-34,unknown,not_delivering,ad,3,4,1.33333333,"7-day click or 1-day view",,,0.57,,2025-11-21,Ongoing,,,142.5,0,,,,,,,2023-07-20,2026-08-19
"Ad Online",6914896859797,25-34,unknown,inactive,ad,2,3,1.5,"7-day click or 1-day view",,,0.57,,2026-05-01,Ongoing,,,190,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861113921397,18-24,unknown,inactive,ad,11,11,1,"7-day click or 1-day view",,,0.57,,2026-01-31,Ongoing,,,51.81818182,0,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,35-44,male,not_delivering,ad,19,22,1.15789474,"7-day click or 1-day view",,,0.56,,2025-05-01,Ongoing,,,25.45454545,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093708597,Unknown,female,not_delivering,ad,0,27,0,"7-day click or 1-day view",,,0.56,,2026-04-27,Ongoing,,,20.74074074,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,55-64,male,not_delivering,ad,25,32,1.28,"7-day click or 1-day view",,,0.56,,2025-11-21,Ongoing,,,17.5,0,,,,,,,2023-07-20,2026-08-19
SET1,6723178659197,18-24,female,not_delivering,ad,4,5,1.25,"7-day click or 1-day view",,,0.56,,2025-05-19,Ongoing,,,112,0,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,18-24,unknown,not_delivering,ad,37,37,1,"7-day click or 1-day view",,,0.55,,2025-05-13,Ongoing,,,14.86486486,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,25-34,unknown,not_delivering,ad,5,5,1,"7-day click or 1-day view",,,0.54,,2025-05-01,Ongoing,,,108,0,,,,,,,2023-07-20,2026-08-19
SET1,6699075335397,18-24,unknown,not_delivering,ad,12,20,1.66666667,"7-day click or 1-day view",,,0.53,,2025-05-01,Ongoing,,,26.5,0,,,,,,,2023-07-20,2026-08-19
SET1,6675281097197,25-34,unknown,not_delivering,ad,8,9,1.125,"7-day click or 1-day view",,,0.53,,2025-04-17,Ongoing,,,58.88888889,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195967797,18-24,female,not_delivering,ad,23,23,1,"7-day click or 1-day view",,,0.52,,2026-07-08,Ongoing,,,22.60869565,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,65+,female,not_delivering,ad,4,9,2.25,"7-day click or 1-day view",,,0.51,,2026-01-23,Ongoing,,,56.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910462158797,35-44,unknown,not_delivering,ad,1,1,1,"7-day click or 1-day view",,,0.5,,2026-04-26,Ongoing,,,500,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6925557264397,35-44,unknown,not_delivering,ad,0,7,0,"7-day click or 1-day view",,,0.5,,2026-04-27,Ongoing,,,71.42857143,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685444541597,35-44,male,not_delivering,ad,9,9,1,"7-day click or 1-day view",,,0.5,,2025-04-26,Ongoing,,,55.55555556,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882908661197,18-24,unknown,not_delivering,ad,10,16,1.6,"7-day click or 1-day view",,,0.49,,2026-03-15,Ongoing,,,30.625,0,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915949742397,35-44,unknown,not_delivering,ad,3,5,1.66666667,"7-day click or 1-day view",,,0.49,,2026-05-03,Ongoing,,,98,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195967797,18-24,male,not_delivering,ad,28,29,1.03571429,"7-day click or 1-day view",,,0.49,,2026-07-08,Ongoing,,,16.89655172,0,,,,,,,2023-07-20,2026-08-19
SET1,6699045415197,35-44,female,not_delivering,ad,12,13,1.08333333,"7-day click or 1-day view",,,0.48,,2025-05-01,Ongoing,,,36.92307692,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448797,25-34,unknown,not_delivering,ad,6,7,1.16666667,"7-day click or 1-day view",,,0.47,,2026-05-30,Ongoing,,,67.14285714,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6882906767797,35-44,male,not_delivering,ad,11,11,1,"7-day click or 1-day view",,,0.47,,2026-03-15,Ongoing,,,42.72727273,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675260378797,18-24,unknown,not_delivering,ad,32,37,1.15625,"7-day click or 1-day view",,,0.47,,2025-03-29,Ongoing,,,12.7027027,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685447204197,35-44,male,not_delivering,ad,10,10,1,"7-day click or 1-day view",,,0.47,,2025-04-26,Ongoing,,,47,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093707997,25-34,unknown,inactive,ad,8,14,1.75,"7-day click or 1-day view",,,0.47,,2026-04-27,Ongoing,,,33.57142857,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887030217397,35-44,female,not_delivering,ad,9,10,1.11111111,"7-day click or 1-day view",,,0.46,,2026-03-22,Ongoing,,,46,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988772271397,25-34,female,not_delivering,ad,16,17,1.0625,"7-day click or 1-day view",,,0.46,,2026-08-05,Ongoing,,,27.05882353,0,,,,,,,2023-07-20,2026-08-19
SET1,6715762376997,35-44,unknown,archived,ad,0,25,0,"7-day click or 1-day view",,,0.46,,2025-05-13,Ongoing,,,18.4,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6959707332797,25-34,unknown,not_delivering,ad,0,7,0,"7-day click or 1-day view",,,0.45,,2026-06-14,Ongoing,1,0.45,64.28571429,14.28571429,,,,,,,2023-07-20,2026-08-19
SET1,6805961615397,18-24,unknown,not_delivering,ad,4,6,1.5,"7-day click or 1-day view",,,0.45,,2025-05-13,Ongoing,,,75,0,,,,,,,2023-07-20,2026-08-19
"New Traffic ad set",6641565898597,18-24,unknown,not_delivering,ad,0,103,0,"7-day click or 1-day view",,,0.44,,2025-03-29,Ongoing,,,4.27184466,0,,,,,,,2023-07-20,2026-08-19
SET1,6715753772797,25-34,female,archived,ad,7,9,1.28571429,"7-day click or 1-day view",,,0.44,,2025-05-13,Ongoing,,,48.88888889,0,,,,,,,2023-07-20,2026-08-19
"New Traffic ad set",6671471422397,18-24,male,not_delivering,ad,30,30,1,"7-day click or 1-day view","Link clicks",1,0.44,0.44,2025-03-29,Ongoing,1,0.44,14.66666667,3.33333333,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769014077397,18-24,unknown,inactive,ad,18,18,1,"7-day click or 1-day view",,,0.43,,2025-07-15,Ongoing,,,23.88888889,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896397,35-44,female,not_delivering,ad,20,20,1,"7-day click or 1-day view",,,0.43,,2026-08-03,Ongoing,,,21.5,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6959716531197,18-24,unknown,not_delivering,ad,16,23,1.4375,"7-day click or 1-day view",,,0.42,,2026-06-14,Ongoing,,,18.26086957,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,45-54,unknown,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0.42,,2025-05-01,Ongoing,,,210,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195967797,25-34,female,not_delivering,ad,14,14,1,"7-day click or 1-day view",,,0.42,,2026-07-08,Ongoing,,,30,0,,,,,,,2023-07-20,2026-08-19
SET1,6675271324797,35-44,female,not_delivering,ad,6,7,1.16666667,"7-day click or 1-day view",,,0.41,,2025-04-17,Ongoing,,,58.57142857,0,,,,,,,2023-07-20,2026-08-19
SET1,6790771111597,65+,male,not_delivering,ad,25,25,1,"7-day click or 1-day view",,,0.41,,2025-05-13,Ongoing,,,16.4,0,,,,,,,2023-07-20,2026-08-19
LPU,6986175747197,25-34,unknown,not_delivering,ad,3,3,1,"7-day click or 1-day view",,,0.41,,2026-07-31,Ongoing,,,136.66666667,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611088997,25-34,unknown,inactive,ad,8,11,1.375,"7-day click or 1-day view",,,0.41,,2026-07-01,Ongoing,,,37.27272727,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675811563797,25-34,female,inactive,ad,15,15,1,"7-day click or 1-day view",,,0.4,,2025-04-18,Ongoing,,,26.66666667,0,,,,,,,2023-07-20,2026-08-19
LPU,6989431969797,18-24,unknown,not_delivering,ad,12,20,1.66666667,"7-day click or 1-day view",,,0.4,,2026-08-07,Ongoing,,,20,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6959700316597,25-34,unknown,not_delivering,ad,8,10,1.25,"7-day click or 1-day view",,,0.4,,2026-06-14,Ongoing,,,40,0,,,,,,,2023-07-20,2026-08-19
AMITY,6986108114197,18-24,unknown,not_delivering,ad,0,12,0,"7-day click or 1-day view",,,0.4,,2026-07-31,Ongoing,,,33.33333333,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,55-64,female,not_delivering,ad,9,10,1.11111111,"7-day click or 1-day view",,,0.39,,2025-11-21,Ongoing,,,39,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769014077397,35-44,unknown,inactive,ad,0,8,0,"7-day click or 1-day view",,,0.39,,2025-07-15,Ongoing,,,48.75,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6810171527597,25-34,unknown,not_delivering,ad,7,7,1,"7-day click or 1-day view",,,0.39,,2025-09-07,Ongoing,,,55.71428571,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093707997,18-24,unknown,inactive,ad,17,17,1,"7-day click or 1-day view",,,0.39,,2026-04-27,Ongoing,,,22.94117647,5.88235294,,,,,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Ad set",6710313106197,25-34,unknown,not_delivering,ad,6,6,1,"7-day click or 1-day view",,,0.39,,2025-05-06,Ongoing,,,65,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,Unknown,female,not_delivering,ad,0,1,0,"7-day click or 1-day view",,,0.38,,2026-01-23,Ongoing,,,380,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857822967997,65+,female,not_delivering,ad,2,2,1,"7-day click or 1-day view",,,0.38,,2026-01-23,Ongoing,,,190,0,,,,,,,2023-07-20,2026-08-19
LPU,6826134714397,25-34,male,not_delivering,ad,13,14,1.07692308,"7-day click or 1-day view",,,0.38,,2025-11-07,Ongoing,,,27.14285714,0,,,,,,,2023-07-20,2026-08-19
SET1,6668292481797,35-44,male,not_delivering,ad,12,14,1.16666667,"7-day click or 1-day view",,,0.37,,2025-04-09,Ongoing,,,26.42857143,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675809957397,18-24,unknown,not_delivering,ad,21,21,1,"7-day click or 1-day view",,,0.37,,2025-04-18,Ongoing,,,17.61904762,0,,,,,,,2023-07-20,2026-08-19
SET1,6734947246397,25-34,unknown,not_delivering,ad,10,10,1,"7-day click or 1-day view",,,0.37,,2025-05-19,Ongoing,,,37,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6707055838397,18-24,unknown,not_delivering,ad,24,32,1.33333333,"7-day click or 1-day view",,,0.37,,2025-04-18,Ongoing,,,11.5625,0,,,,,,,2023-07-20,2026-08-19
